INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
Index	礼包ID	必得物品数量		使用标记		必得物品	必得物品数量	是否绑定	必得物品	必得物品数量	是否绑定	必得物品	必得物品数量	是否绑定	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	数量	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)	概率获得物品	数量	几率(max 10000)																						
1	38002810	3	1	-1	1	30008034	2	1	30008002	1	1	-1	-1	1	20310116	1	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	30503140	1	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	38002820	2	1	-1	1	30900006	3	-1	-1	-1	-1	-1	-1	1	20310168	3	2000	30503133	2	3000	30700241	2	3000	30503140	2	1998	10124072	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
3	38002827	3	0	-1	1	30008115	1	1	30501361	1	1	30503140	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
4	38002814	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	20800013	2	2500	38002533	3	2500	30503133	1	2000	38002528	2	2000	30008115	2	800	10142315	1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
5	38002815	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	20800013	4	2500	38002532	3	2500	30503133	2	2000	38002524	1	2000	30008115	3	800	10142316	1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
6	38002833	2	1	-1	1	20310168	3	1	30503140	1	1	10124812	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
7	38002843	1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	30504038	2	2000	30008034	1	2000	30501361	1	1500	30900006	1	2000	30503140	1	1500	10125110	1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
8	38002844	1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	30502001	2	2000	30008034	2	2000	30501361	2	1500	30900006	2	2000	30503140	2	1500	10125111	1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
9	38002845	1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	30502002	2	2000	30008034	3	2000	30501361	3	1500	30900006	3	2000	30503140	2	2000	10125112	1	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
10	38002857	1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	38002625	5	2500	30900006	4	3500	30008115	3	3000	10142304	1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
